ratings,fname,predictions,ink,phase
0.49766060551035596,3357_4,0.489501953125,6374.7646,train
0.5810218271015277,530_7,0.56201171875,9740.7295,train
0.6299014399284766,6093_56,0.63330078125,11750.317,train
0.34162866083779775,5249_15,0.317138671875,6819.129,train
0.6983661382881151,132_19,0.70166015625,23590.21,train
0.7385924849806087,5176_13,0.74951171875,6966.624,train
0.5640464341830046,10886_15,0.583984375,6092.718,train
0.677435499602125,338_11,0.69677734375,5251.0825,train
0.7411329804205575,438_11,0.7548828125,8248.906,train
0.8479469680982286,1666_13,0.85791015625,12802.213,train
0.6675983741722911,4751_15,0.66015625,13732.06,train
0.3543355373868492,285_7,0.343994140625,3903.4238,train
0.5099214230081939,10303_12,0.5087890625,7012.989,train
0.4903613420269821,9031_15,0.4755859375,13434.377,train
0.6810553880912649,3417_17,0.6962890625,9450.212,train
0.3613339468176313,549_3,0.360595703125,3634.9766,train
0.5191358952890422,8574_4,0.54296875,9987.977,train
0.35059499038218067,928_17,0.36083984375,2774.6587,train
0.5683470971957874,9732_56,0.57763671875,7373.4116,train
0.6496141665837061,9815_19,0.66943359375,13435.977,train
0.14366864465800844,3774_7,0.149169921875,2303.1646,train
0.41288922363829783,4266_19,0.4267578125,6439.494,train
0.4575270921689476,10448_13,0.452880859375,6236.588,train
0.5341887591574759,10965_4,0.5263671875,16967.79,train
0.6523229391859338,5842_9,0.6357421875,9679.977,train
0.2798812693370088,8936_56,0.281494140625,2653.8,train
0.36064623670969564,5425_56,0.362548828125,5838.329,train
0.5975658399244528,9723_7,0.61572265625,5796.835,train
0.35937894407335097,9981_3,0.3486328125,11817.801,train
0.6336644518258459,6519_56,0.6201171875,8250.906,train
0.28270878231845753,8652_19,0.280517578125,3591.9766,train
0.7646343506932194,787_8,0.7822265625,13713.177,train
0.5466829598099681,4931_56,0.52880859375,9078.895,train
0.7599748529758911,8195_7,0.798828125,9501.071,train
0.6929521901815054,2777_13,0.68994140625,11568.788,train
0.6886426738758485,4409_8,0.6767578125,8683.365,train
0.47580500816901505,9811_12,0.451416015625,5517.3535,train
0.5305581694504571,4455_17,0.513671875,11293.988,train
0.54972307668283,3315_4,0.5517578125,12080.894,train
0.5279944964303066,1744_13,0.52783203125,7372.918,train
0.7487137554025083,1075_56,0.7685546875,10449.224,train
0.658886348722754,7520_11,0.64697265625,10440.424,train
0.632132992311751,9127_11,0.63623046875,12672.553,train
0.5305253200586142,7030_12,0.51708984375,8137.1885,train
0.7601262906838812,788_9,0.79638671875,12489.789,train
0.4125643264808134,8006_9,0.409912109375,6786.788,train
0.5679765399312634,9511_3,0.5244140625,12056.377,train
0.1554287759908261,8511_11,0.1199951171875,2363.7646,train
0.6773691490913323,7644_12,0.6884765625,11993.705,train
0.5706098738095879,1832_4,0.560546875,8295.788,train
0.568125779501943,4684_19,0.5615234375,10995.201,train
0.7377406845139067,9501_7,0.74560546875,4400.494,train
0.45778631520104496,1502_56,0.456298828125,6810.424,train
0.1382611473551098,8186_11,0.11358642578125,4266.918,train
0.5974107829780397,7062_13,0.61279296875,6518.929,train
0.6045657221743355,379_4,0.59228515625,10914.788,train
0.4997650675513383,3740_9,0.486572265625,13033.07,train
0.7339315448780243,117_12,0.728515625,19028.188,train
0.5733876391818471,8857_13,0.568359375,12849.977,train
0.7972885852103128,7745_3,0.80517578125,24162.895,train
0.4537169210664028,2090_3,0.434326171875,15894.683,train
0.5559124963842577,3006_17,0.5615234375,9142.895,train
0.5405081183779227,7779_19,0.546875,13077.624,train
0.4026386851412701,5715_9,0.391357421875,4431.9883,train
0.20248261707620624,4100_13,0.1934814453125,3694.3296,train
0.5215218623123307,780_11,0.50146484375,6728.0825,train
0.1705976306372844,2944_19,0.15380859375,2905.9058,train
0.29930131222885564,8751_8,0.304443359375,4183.6235,train
0.5920203244887685,7020_13,0.59375,6024.741,train
0.24606409447214597,9419_9,0.24072265625,8732.694,train
0.4480639486308095,8795_4,0.441162109375,10723.365,train
0.678631718092202,7387_7,0.67529296875,7057.5996,train
0.5796047209505774,6724_12,0.57275390625,5652.0,train
0.5714741094261396,3308_56,0.58154296875,13730.2,train
0.6255037359793681,1545_13,0.5888671875,9142.859,train
0.7183180618341123,3633_3,0.68798828125,15740.766,train
0.5665289535539946,2562_15,0.56298828125,7711.8823,train
0.364608304795791,9345_7,0.359130859375,6966.0586,train
0.3157925077315093,8980_11,0.3173828125,5288.1294,train
0.6898840787900405,1180_4,0.68603515625,5881.694,train
0.5789874245141031,7569_15,0.57861328125,8532.365,train
0.6399000773515773,7716_13,0.642578125,9074.894,train
0.27724910962531346,1371_56,0.2822265625,2931.8472,train
0.45996388603253036,6944_11,0.45703125,7410.1885,train
0.7823878348952902,1660_56,0.78076171875,14480.211,train
0.2703268636942525,4187_3,0.249755859375,5713.4824,train
0.29493511811935863,8178_17,0.274658203125,3266.4001,train
0.6358271911041651,419_56,0.62255859375,12777.858,train
0.40326279985911695,3098_17,0.380615234375,3841.8943,train
0.6409137784118086,2636_56,0.6376953125,5871.8354,train
0.704092280191482,4176_4,0.71337890625,13882.801,train
0.6482369838803751,7956_4,0.62841796875,6661.5063,train
0.4892339928973895,1113_13,0.498779296875,9307.095,train
0.44060428158047804,8147_4,0.423583984375,9922.988,train
0.34660429029511364,2267_56,0.34814453125,3423.106,train
0.38215466770952367,9393_7,0.3837890625,8453.424,train
0.5967800601322695,4750_13,0.60546875,10751.0,train
0.40397292738472024,3279_15,0.39892578125,12700.152,train
0.2936724137593736,1050_3,0.298828125,5933.0586,train
0.6702670990705901,7572_56,0.66650390625,10251.33,train
0.242776162330804,2112_17,0.2120361328125,3486.5647,train
0.6777091261245812,10949_56,0.642578125,8797.365,train
0.4045697802349611,2003_56,0.4033203125,3703.1528,train
0.4381204792778603,4449_4,0.4423828125,10105.13,train
0.716611022067609,1736_4,0.71337890625,11056.789,train
0.12586619076620809,8290_7,0.1239013671875,2626.2708,train
0.3490922564147163,8011_17,0.33837890625,5658.3887,train
0.3876201821332022,4885_4,0.373291015625,4297.5645,train
0.23890694223028974,333_12,0.2529296875,2168.1177,train
0.6645777417301153,2571_56,0.6572265625,11631.765,train
0.2703268636942525,7480_3,0.26025390625,5437.8,train
0.5115985541820857,570_4,0.51220703125,5515.482,train
0.47820978055407426,3509_11,0.473876953125,3348.8352,train
0.29774761362679303,5938_15,0.2890625,3159.1177,train
0.6295913024778018,8334_56,0.611328125,6426.082,train
0.3806127205054643,218_17,0.383056640625,3998.106,train
0.3956881793007968,10711_15,0.378662109375,8090.7764,train
0.4646277113332312,10418_3,0.476318359375,4089.0588,train
0.48870109355844915,4434_19,0.50048828125,7676.953,train
0.5904591271459387,7974_13,0.58251953125,7608.2944,train
0.3791989110258087,5493_8,0.36376953125,4766.8,train
0.5704260958714562,4735_9,0.54541015625,14414.541,train
0.8434738008335343,1714_3,0.8212890625,16484.625,train
0.4012489191240498,2821_17,0.39404296875,5585.1763,train
0.38688415036498364,5894_19,0.39990234375,5632.5996,train
0.45226701440851824,1678_56,0.45751953125,5575.6353,train
0.5386487538563987,10044_8,0.5341796875,4620.6943,train
0.5492686525000213,4583_11,0.55419921875,23312.988,train
0.4074077963034022,2504_19,0.405517578125,5509.2354,train
0.9324448228939566,8205_3,0.93798828125,8586.553,train
0.4259004955934881,10780_17,0.418212890625,6744.4355,train
0.4258773967827454,10565_3,0.406005859375,5766.5176,train
0.5106709822969138,6668_12,0.5068359375,3825.6821,train
0.11237426032431541,8392_4,0.09527587890625,3512.8115,train
0.6507385510363861,8536_56,0.6337890625,6496.059,train
0.5146761689110774,997_17,0.5078125,10444.741,train
0.6920198892646976,3855_7,0.69189453125,9916.0,train
0.38243060006972157,758_19,0.381591796875,8950.741,train
0.5058937287339637,77_56,0.51220703125,6154.1294,train
0.2906211101215866,7788_13,0.30078125,3651.812,train
0.34016010221591275,6656_12,0.3466796875,10412.646,train
0.5567299266552753,2485_17,0.57568359375,3775.753,train
0.1881346195202932,2143_4,0.1722412109375,2694.2354,train
0.5906637431626756,5348_8,0.56591796875,6357.424,train
0.3128566316254592,3433_3,0.307861328125,9983.33,train
0.11532352455151113,8746_19,0.087158203125,2152.012,train
0.3849068508880967,9062_56,0.376953125,4474.9883,train
0.5822276323724908,10536_17,0.552734375,18143.2,train
0.7095893456212597,2365_15,0.67626953125,14121.447,train
0.5214228931681486,5438_4,0.5283203125,9215.753,train
0.4782687965363005,8318_12,0.47802734375,10188.2705,train
0.1961173893997602,11068_17,0.183837890625,1050.7295,train
0.5473713904716195,2487_56,0.56396484375,5871.259,train
0.5763663713458473,9762_11,0.56103515625,13064.553,train
0.4746258337767018,1812_17,0.456787109375,6260.3647,train
0.6480335657234785,9485_19,0.65185546875,6334.9414,train
0.393096908338563,394_56,0.37939453125,10207.234,train
0.47463352557433197,5157_3,0.466064453125,7997.365,train
0.28121573790345084,6591_4,0.2802734375,6969.0586,train
0.6941797047648373,7773_9,0.6806640625,16064.859,train
0.364608304795791,8347_7,0.34619140625,8441.646,train
0.29774761362679303,8911_15,0.296875,5183.682,train
0.37564943133489137,7523_15,0.370361328125,5187.2705,train
0.7828050957365116,1056_13,0.77734375,15247.719,train
0.458965084394347,3252_3,0.451416015625,9576.835,train
0.4099102597447263,10558_56,0.408203125,4146.823,train
0.5247740347391431,2756_56,0.496826171875,5758.212,train
0.5346032301888717,6254_12,0.52001953125,14582.482,train
0.6025705357473589,6676_9,0.591796875,9690.8,train
0.35290076420475547,5579_11,0.33740234375,2098.9058,train
0.226528363797334,6782_19,0.2086181640625,3121.8706,train
0.6393538091286803,36_56,0.6376953125,9456.823,train
0.6835410748885834,8655_4,0.67236328125,12139.247,train
0.7242871298194734,2613_4,0.70068359375,8558.588,train
0.46350497431274773,6939_3,0.464599609375,7413.6235,train
0.49277068278426195,3184_13,0.48828125,5316.035,train
0.571100406976446,3611_7,0.56982421875,8625.329,train
0.30154641880273125,8065_3,0.279296875,3884.7175,train
0.40049383467038824,2893_13,0.4013671875,11087.941,train
0.3891393246751282,9197_8,0.380859375,4639.718,train
0.5136964862622002,1860_56,0.490966796875,7547.294,train
0.567802930211674,1079_11,0.55078125,6727.3643,train
0.3915047952318409,4055_19,0.383544921875,2991.6472,train
0.8207504515903166,3698_15,0.806640625,19194.47,train
0.3928361922498891,4009_3,0.3974609375,4543.2354,train
0.42004422471988845,8432_11,0.4130859375,6814.3413,train
0.6865451865371259,8499_8,0.6845703125,19669.459,train
0.34162866083779775,4171_15,0.335693359375,4714.2705,train
0.38391929055654855,9837_15,0.365478515625,7425.4824,train
0.7410949388088247,8039_9,0.7451171875,8379.141,train
0.21716490699910546,8276_3,0.192626953125,6920.424,train
0.4610113874043599,3450_17,0.46044921875,3592.8354,train
0.49874692374949525,7725_9,0.487548828125,8110.13,train
0.4797221067310044,5190_17,0.470458984375,6055.5996,train
0.486794736598862,5623_4,0.487060546875,7618.7295,train
0.428626013698278,9976_13,0.398681640625,7713.318,train
0.37856778475309905,7419_19,0.3798828125,5345.5063,train
0.39415274600428296,745_4,0.383056640625,4815.3765,train
0.3901013125076339,8638_15,0.3818359375,6335.0825,train
0.5163873772435639,5564_7,0.533203125,2844.0588,train
0.29137580482851344,5820_9,0.2822265625,3859.2942,train
0.18740573965001034,750_4,0.183837890625,3398.7295,train
0.3873257927474166,3437_17,0.37451171875,4738.342,train
0.6626717202723602,1657_3,0.6728515625,9095.506,train
0.468934762770893,7767_19,0.460693359375,3908.106,train
0.34162866083779775,8626_15,0.33349609375,4896.3887,train
0.80430937522465,4897_4,0.78759765625,32135.67,train
0.4180402745466828,10574_15,0.388671875,4528.8823,train
0.6425238178891853,3624_8,0.61376953125,8828.623,train
0.5361219428911944,8262_19,0.53076171875,6619.2705,train
0.36523145381643596,5193_3,0.374267578125,4557.835,train
0.44230687151794507,1074_17,0.445556640625,4453.141,train
0.6299016854609525,7070_8,0.615234375,13868.742,train
0.25235893770489476,8520_11,0.2388916015625,4188.9883,train
0.5484876568430587,4120_8,0.54296875,9591.847,train
0.4982110728977819,2855_56,0.471923828125,3826.106,train
0.7495815511224719,110_8,0.748046875,9100.023,train
0.5784422679808955,7794_4,0.580078125,9556.906,train
0.5535001383420316,2824_4,0.52001953125,7230.1646,train
0.4020883788218748,5092_11,0.39794921875,3589.9646,train
0.682394730249957,1432_13,0.669921875,10114.706,train
0.6373071109822934,5311_7,0.630859375,11218.989,train
0.364608304795791,3999_7,0.348876953125,9877.906,train
0.29904316471546255,588_17,0.2998046875,3569.3174,train
0.4878687444926216,2578_56,0.48291015625,5461.4233,train
0.6966978402517053,10362_3,0.68017578125,10928.858,train
0.5323771784669056,7885_19,0.537109375,5915.5884,train
0.5384466004459199,8283_13,0.5263671875,3712.5173,train
0.15329230227146606,5562_3,0.156982421875,1452.6941,train
0.49307074903633696,1558_19,0.4990234375,4580.3765,train
0.5297637173287439,7861_19,0.5263671875,5800.4233,train
0.2906211101215866,11051_13,0.285400390625,6091.5176,train
0.34162866083779775,10953_15,0.34423828125,7460.282,train
0.5907597459098722,3128_19,0.59619140625,5465.659,train
0.41856085119644015,9564_17,0.390380859375,4901.5645,train
0.39457752556861236,6432_15,0.380859375,6802.2354,train
0.5077067105166284,6695_56,0.497314453125,9589.824,train
0.5090504521114019,1154_12,0.51416015625,6182.388,train
0.242776162330804,9670_17,0.2276611328125,3706.5059,train
0.6724396692434208,7114_56,0.66650390625,13030.012,train
0.5529257726380388,6390_15,0.52392578125,9444.294,train
0.3812155322405585,4377_12,0.371337890625,6033.953,train
0.3271517273568193,7560_56,0.314208984375,3648.3293,train
0.5621073792746812,4676_7,0.5341796875,6904.894,train
0.534408721222351,9594_8,0.47021484375,14024.446,train
0.6302243159010829,9962_11,0.61328125,7655.53,train
0.44632789772553416,9719_19,0.447265625,3706.6943,train
0.6255901121138658,10603_4,0.6123046875,17099.93,train
0.5511250034537768,3440_4,0.53564453125,5257.624,train
0.39484041246371127,5307_19,0.385498046875,5296.553,train
0.8253521277300163,978_11,0.77197265625,19763.342,train
0.4770517528333942,1835_56,0.482177734375,13604.105,train
0.3061727738979242,7768_56,0.321533203125,5940.0356,train
0.4597608577475466,5080_11,0.4443359375,5115.035,train
0.5012961659757122,6177_12,0.48291015625,12353.836,train
0.6499482663189751,1632_3,0.65673828125,16366.471,train
0.6468917128650244,1979_15,0.6328125,8787.225,train
0.3378043847616522,11041_17,0.3154296875,7313.071,train
0.2837040633148308,8968_13,0.282958984375,6526.4233,train
0.5072577295387963,9198_9,0.5,9701.399,train
0.3956881793007968,5608_15,0.38818359375,4129.9883,train
0.45775028513581917,5981_12,0.44287109375,4066.5881,train
0.3901013125076339,4077_15,0.3662109375,10181.576,train
0.242776162330804,4786_17,0.2301025390625,2707.3413,train
0.2512989621014359,3820_9,0.2440185546875,2623.5176,train
0.3858386564755617,6892_3,0.360107421875,5843.047,train
0.7355996631961501,703_9,0.712890625,13823.4,train
0.29435560730190746,10462_13,0.287109375,3302.3882,train
0.480314338363291,5650_11,0.484375,5442.4473,train
0.3564621958144974,2191_15,0.3466796875,6379.7646,train
0.34162866083779775,10386_15,0.34033203125,6875.4707,train
0.5716707407940309,5354_19,0.56103515625,4968.965,train
0.6829082435002266,3261_15,0.6435546875,6055.8823,train
0.4151532395639843,6740_19,0.39892578125,4440.953,train
0.4623589731969084,4006_17,0.44287109375,4573.894,train
0.6486466183391544,1729_4,0.642578125,9458.519,train
0.3901013125076339,9267_15,0.392822265625,7440.412,train
0.6705917188321506,7231_8,0.62060546875,7028.282,train
0.8050039391784383,497_56,0.783203125,15175.33,train
0.2906211101215866,8944_13,0.27978515625,4931.541,train
0.900476540585699,5771_7,0.9091796875,9729.693,train
0.45004779546468315,6277_56,0.421630859375,10178.706,train
0.5652925702525995,3548_56,0.54296875,6412.412,train
0.5552803083991119,6118_12,0.5244140625,6542.141,train
0.48747637277917094,5371_9,0.475341796875,6121.4116,train
0.37080884485017285,2826_15,0.363037109375,5820.6826,train
0.572590013506037,10452_56,0.548828125,7031.506,train
0.5123134359035071,9068_11,0.51123046875,10013.27,train
0.3901013125076339,3442_15,0.40576171875,7476.459,train
0.43826455009357107,8706_12,0.432373046875,11701.658,train
0.35758947198436003,5676_17,0.33349609375,4293.259,train
0.4219501317504938,1316_7,0.413818359375,4880.5176,train
0.5263203172301895,2285_3,0.5068359375,13119.693,train
0.34162866083779775,2031_15,0.34130859375,6073.918,train
0.5656148489714846,1427_4,0.54931640625,7025.6235,train
0.6016589300293592,8326_8,0.59423828125,8034.741,train
0.3529267147695224,8603_17,0.35400390625,5131.0703,train
0.5625442500975761,8100_56,0.53369140625,14600.4,train
0.39368311224631314,9648_56,0.399169921875,9982.471,train
0.6383582188489006,7349_19,0.63916015625,6128.812,train
0.5916024667455614,3858_11,0.58154296875,5746.788,train
0.32902500655702394,2527_19,0.33154296875,6186.5176,train
0.5920695860322293,418_11,0.55419921875,23710.531,train
0.4379361509704108,8533_15,0.4384765625,7972.4004,train
0.7714348035572152,9966_17,0.755859375,19576.951,train
0.364608304795791,6137_7,0.3623046875,6545.0938,train
0.37729158785659855,5015_56,0.373046875,5924.671,train
0.25020869767022236,720_3,0.2412109375,9520.412,train
0.5813738192039433,2698_17,0.60302734375,8319.836,train
0.4550106627326695,9870_11,0.4736328125,16171.424,train
0.5950030135888684,10742_56,0.5986328125,8400.012,train
0.32608551819434156,9565_19,0.328125,9528.906,train
0.5277027851309077,3543_12,0.517578125,3300.5176,train
0.4366425156893613,382_12,0.443359375,4823.2705,train
0.5174799022798392,457_7,0.51611328125,6337.6353,train
0.25765203794433356,2652_13,0.2607421875,2081.2588,train
0.421099290342819,5449_11,0.435302734375,14894.141,train
0.46921275634767795,5131_15,0.469482421875,6734.047,train
0.2512989621014359,731_9,0.26220703125,3512.4233,train
0.655197809664757,5189_15,0.6181640625,7086.047,train
0.4637122700745928,9867_7,0.4658203125,62825.76,train
0.4996624513589692,9265_12,0.4833984375,5923.9526,train
0.6536757314329148,3991_11,0.642578125,4841.5176,train
0.6296839770629702,9464_4,0.6455078125,13238.223,train
0.4909946488928898,7960_11,0.465087890625,8600.117,train
0.6178002080645404,766_17,0.62548828125,8525.459,train
0.6292579888381277,6507_56,0.62548828125,11245.306,train
0.41965841929564646,9942_15,0.42138671875,3735.7883,train
0.5557225320133878,8373_12,0.556640625,6188.341,train
0.5894623668131496,5365_19,0.58154296875,6880.894,train
0.46056306535894725,7775_12,0.46435546875,13820.436,train
0.6246770994537578,2861_3,0.58203125,6384.859,train
0.48537335628161926,2280_13,0.4619140625,5175.1055,train
0.3564274744957622,1174_12,0.361328125,2553.9883,train
0.24503124312655733,8419_9,0.25244140625,3112.247,train
0.47190170539854726,10249_13,0.472900390625,10356.659,train
0.41975340562948604,4197_19,0.433349609375,5655.3647,train
0.42065396268176564,10433_4,0.403076171875,8150.518,train
0.38215466770952367,324_7,0.36572265625,8201.706,train
0.5238471052054304,10579_4,0.48291015625,6709.965,train
0.24288687793453773,10669_13,0.255126953125,3338.953,train
0.6531932561367975,7029_11,0.65478515625,11482.224,train
0.24606409447214597,9595_9,0.264404296875,7130.9883,train
0.8220200701641833,10526_4,0.80078125,10465.389,train
0.5683981792616623,499_4,0.55615234375,7563.541,train
0.3858467607302421,8668_7,0.38427734375,5061.282,train
0.7540257825377561,4981_4,0.736328125,12658.412,train
0.6643499344668011,9051_15,0.66845703125,13171.577,train
0.7028885506840142,9337_12,0.6787109375,13297.082,train
0.5170354496287738,9921_56,0.5478515625,25131.766,train
0.5867695816599141,4978_19,0.57470703125,11153.764,train
0.6140363077092966,4516_19,0.58740234375,12125.977,train
0.5784483312171843,5454_3,0.572265625,15122.024,train
0.6720312734632967,10213_11,0.65673828125,18427.363,train
0.5736304639412934,1417_4,0.552734375,9427.659,train
0.3355919554261019,5563_4,0.32861328125,5268.788,train
0.35317234329920627,5929_19,0.350830078125,2601.1294,train
0.6889886747448208,4143_9,0.666015625,8691.647,train
0.520243746852603,8545_15,0.521484375,5784.0,train
0.7031970894930806,1697_4,0.70947265625,14818.294,train
0.4575270921689476,2269_13,0.43896484375,5019.6826,train
0.2906211101215866,3604_13,0.281494140625,2934.3176,train
0.6267372759883869,4722_8,0.6240234375,10562.094,train
0.6122041387602783,2599_13,0.61279296875,8240.012,train
0.5541151522031413,7686_3,0.5400390625,6902.7764,train
0.41767827109434635,8449_3,0.4091796875,7390.1064,train
0.5674525451457065,5692_9,0.53857421875,10404.564,train
0.24606409447214597,10128_9,0.26513671875,5483.047,train
0.36121249391344123,9840_56,0.361083984375,3494.4944,train
0.44110299758781524,2853_17,0.41748046875,4295.6826,train
0.3951407718746106,5078_8,0.4111328125,6338.788,train
0.6154331565909568,1606_19,0.60791015625,7112.2354,train
0.450856503683658,11004_13,0.4287109375,6037.259,train
0.6464828506718636,3638_11,0.650390625,7986.082,train
0.6147909550062252,2996_3,0.58349609375,10755.565,train
0.25516127223738966,9947_4,0.2568359375,8764.67,train
0.5606241419808005,5182_4,0.56640625,4903.8003,train
0.28708507800477506,23_7,0.283203125,2189.4941,train
0.22188724819672345,3558_17,0.250244140625,3382.4824,train
0.5382525181472695,10264_19,0.515625,6931.0825,train
0.6507880584161857,1993_15,0.65771484375,6158.9653,train
0.5690399042631938,9209_11,0.57275390625,7947.9766,train
0.6532650959186472,1582_19,0.654296875,5276.553,train
0.5285723292968526,1246_13,0.52392578125,5483.177,train
0.6601823904883589,6418_3,0.638671875,7720.5293,train
0.5418802503759231,4692_12,0.5185546875,5051.2354,train
0.05451338177491871,895_8,0.05859375,4048.106,train
0.37564943133489137,335_15,0.3837890625,3680.0823,train
0.6853373383654218,3469_3,0.69384765625,25552.424,train
0.31373584759941153,6535_11,0.331298828125,3556.6235,train
0.25160457944255327,8288_3,0.254638671875,2777.1882,train
0.6694995310798072,2743_19,0.669921875,6413.612,train
0.32437638780460615,5485_13,0.3388671875,4422.494,train
0.5356722969684852,9994_4,0.55078125,8664.93,train
0.15825756748608383,8292_9,0.16552734375,2972.4,train
0.4825240193203909,10072_13,0.480224609375,5158.5884,train
0.5762587512107493,10239_15,0.560546875,8607.741,train
0.7635390819124749,3167_56,0.73193359375,11749.26,train
0.8150891675728758,6587_17,0.78759765625,15560.07,train
0.5383704466814199,10489_56,0.5625,9455.2,train
0.6580056534931902,10198_7,0.65283203125,12155.447,train
0.364608304795791,7914_7,0.3681640625,4898.047,train
0.8502874615769016,8541_9,0.84375,13904.494,train
0.4747541991505827,10901_17,0.47314453125,6627.3643,train
0.5156304780268613,8551_4,0.4853515625,10722.365,train
0.41767827109434635,3585_3,0.417236328125,5520.565,train
0.5950472916677336,7623_13,0.58642578125,6988.989,train
0.6224640334537797,7155_11,0.6083984375,14467.694,train
0.26373053833027427,799_19,0.274658203125,3689.9766,train
0.6227086729548026,4940_15,0.60302734375,5691.4473,train
0.3901013125076339,6986_15,0.387939453125,9539.553,train
0.17518572043371045,8472_56,0.1837158203125,2435.3176,train
0.11237426032431541,5380_4,0.1143798828125,3231.7178,train
0.4712803007510362,10327_3,0.46142578125,18670.588,train
0.4416847172834041,1011_56,0.438720703125,9827.011,train
0.6504449919828856,8665_56,0.6630859375,13126.6,train
0.3423612779464563,1387_7,0.34716796875,4799.965,train
0.41796513980782046,7415_12,0.414794921875,5019.141,train
0.31952999913551816,8396_11,0.33056640625,4106.388,train
0.6127982320145736,8003_4,0.6044921875,7739.071,train
0.5416587874014034,7308_7,0.552734375,3764.8118,train
0.5787022279623822,8992_11,0.5751953125,7881.8945,train
0.5809691164853802,4874_7,0.5576171875,7930.835,train
0.46115944924933155,1204_9,0.4775390625,8206.576,train
0.5755902171481304,7649_56,0.591796875,7724.906,train
0.7520983198422866,9964_13,0.73828125,20561.916,train
0.7775034492051267,3852_19,0.78515625,10988.483,train
0.5737383257843653,9067_9,0.56982421875,9751.424,train
0.6520604253046537,9141_13,0.6455078125,11277.353,train
0.5739891811352476,2772_4,0.57177734375,9788.023,train
0.4969745502627337,2306_56,0.50244140625,5575.188,train
0.3829670177178148,46_13,0.378173828125,7860.259,train
0.3661238280623894,4848_3,0.393310546875,7610.4355,train
0.3986652592719884,9480_11,0.409912109375,6253.6943,train
0.6333895289237947,451_56,0.6005859375,10538.364,train
0.49993715717028014,5173_9,0.50390625,8905.2705,train
0.48051589994479144,8899_11,0.49853515625,6109.506,train
0.47004273341000685,2343_4,0.471923828125,8212.871,train
0.3827867628002133,1515_13,0.38671875,8570.824,train
0.29311797336086187,9579_3,0.284423828125,12500.847,train
0.7953649735411705,3492_3,0.8447265625,31148.566,train
0.47162741011278964,8522_17,0.472900390625,8221.377,train
0.706336129477553,3472_8,0.7041015625,16376.564,train
0.5241933433684862,10119_13,0.49169921875,8048.918,train
0.35071841798750064,7137_56,0.370361328125,13052.659,train
0.5789874245141031,5498_15,0.57080078125,9423.694,train
0.5795691568817446,10105_11,0.583984375,5285.0474,train
0.3159836034600688,4933_4,0.3173828125,6553.0825,train
0.5287453667067378,4415_17,0.4873046875,8477.789,train
0.663279398625861,8553_7,0.6455078125,18894.117,train
0.4839775537946345,3257_56,0.46240234375,6951.8237,train
0.5118171099419995,8733_17,0.49560546875,6545.8823,train
0.47011395233959097,9262_8,0.48486328125,15599.93,train
0.22067284537170223,896_11,0.2276611328125,3817.1177,train
0.24606409447214597,8693_9,0.259765625,3398.6353,train
0.31606543376033047,6901_17,0.323974609375,5536.6235,train
